3,0,1.000000004,1.000000004,12130.59934,11815.40516,1.005789259,1.005789259,1.004814817,1.004814817,0,0,-315.1941799
7,0,1.999999992,1.999999992,10906.08706,7416.556501,1.810926682,1.810926682,1.881884503,1.881884503,0,0,-3489.530558
9,0,1.000000004,1.000000004,41444.81672,12539.8712,1.893010636,1.893010636,1.000992995,1.000992995,0,0,-28904.94552
13,0,1.000000004,1.000000004,36050.64674,31638.00098,1.008397107,1.008397107,1.002870463,1.002870463,0,0,-4412.645762
17,0,1.000000004,1.000000004,26692.96686,8598.034412,1.024745758,1.653559387,1.003683447,1.003683447,0,0.628813629,-18094.93245
19,0,1.999999992,1.999999992,17188.8985,20276.14202,1.959716127,1.959716127,1.934017372,1.934017372,0,0,3087.243522
21,0,1.999999992,1.999999992,13171.21609,12869.00927,1.992122185,1.992122185,1.981571599,1.981571599,0,0,-302.2068214
32,0,1.000000004,1.000000004,39451.63651,35776.47778,1.004948518,1.004948518,1.001284018,1.001284018,0,0,-3675.158729
37,0,1.999999992,1.999999992,6289.97845,3806.191194,1.935382271,1.904648203,1.989159029,1.989159029,0,0.030734068,-2483.787257
38,0,1.000000004,1.000000004,15540.42338,15180.44582,1.022128475,1.022128475,1.02350939,1.02350939,0,0,-359.9775616
43,0,1.999999992,1.999999992,16486.91911,13320.34096,1.810418665,1.942112952,1.923205637,1.923205637,0,0.131694287,-3166.578152
44,0,1.000000004,1.000000004,5581.473069,7870.043096,1.026919772,1.026919772,1.07374759,1.07374759,0,0,2288.570027
49,0,1.999999992,1.999999992,7008.863015,3912.005408,1.934211718,1.921035949,1.993086179,1.993086179,0,0.013175769,-3096.857608
78,0,1.999999992,1.999999992,8891.815756,6486.345228,1.904648203,1.935382271,1.95131076,1.95131076,0,0.030734068,-2405.470528
81,0,1.000000004,1.000000004,8102.722412,5872.911998,1.046560986,1.046560986,1.011795101,1.011795101,0,0,-2229.810414
83,0,1.000000004,1.000000004,4689.164503,2447.702118,1.893010636,1.893010636,1.020492748,1.020492748,0,0,-2241.462385
84,0,1.000000004,1.000000004,6979.652536,5739.096879,1.022981461,1.022981461,1.011041627,1.011041627,0,0,-1240.555657
89,0,1.000000004,1.000000004,17719.64805,14853.33907,1.014867314,1.014867314,1.004840363,1.004840363,0,0,-2866.30898
94,0,1.000000004,1.000000004,36148.19161,35628.52692,1.005114273,1.005114273,1.005419772,1.005419772,0,0,-519.6646838
98,0,1.999999992,1.999999992,16594.1946,12228.07168,1.949203617,1.949203617,1.980225879,1.980225879,0,0,-4366.122917
101,0,1.000000004,1.000000004,72678.92751,21553.62675,1.64787076,1.054173729,1.002483729,1.002483729,0,0.593697031,-51125.30076
109,0,1.000000004,1.000000004,187885.8283,63017.09071,1.065495644,1.083060987,1.001094854,1.001094854,0,0.017565343,-124868.7376
112,0,1.000000004,1.000000004,35705.58202,44361.55849,1.003129528,1.003129528,1.019627292,1.019627292,0,0,8655.976473
118,0,1.999999992,1.999999992,14622.41412,9152.517988,1.927568007,1.927568007,1.978997013,1.978997013,0,0,-5469.896137
122,0,1.000000004,1.000000004,16521.9632,17634.96772,1.006049672,1.006049672,1.020888918,1.020888918,0,0,1113.004519
128,0,1.000000004,1.000000004,27108.15285,17940.92164,1.061545026,1.138369629,1.045316202,1.045316202,0,0.076824603,-9167.231211
156,0,1.999999992,1.999999992,7243.104454,6013.195153,1.931923611,1.931923611,1.956173215,1.956173215,0,0,-1229.909301
158,0,1.999999992,1.999999992,6844.62642,10668.12064,1.960800022,1.960800022,1.894861206,1.894861206,0,0,3823.494216
162,0,1.000000004,1.000000004,9023.154506,7797.8929,1.014091807,1.014091807,1.005593913,1.005593913,0,0,-1225.261606
164,0,1.000000004,1.000000004,37437.61908,11824.94025,1.028257418,1.604396149,1.004511775,1.004511775,0,0.576138732,-25612.67884
59,0.002738271,1.259585175,1.262323446,718.768412,1267.217872,1.271525531,1.271525531,1.313152401,1.313152401,0.002738271,0,548.4494597
74,0.003114543,1.000000004,1.003114547,13330.80773,11541.22437,1.003179787,1.003179787,1.000608673,1.000608673,0.003114543,0,-1789.583356
6,0.007423855,1.072969769,1.080393624,10170.68584,4949.964661,1.187504533,1.187504533,1.03606322,1.03606322,0.007423855,0,-5220.721174
140,0.019182915,1.748258921,1.729076005,2188.072893,2030.364999,1.657882821,1.67105859,1.81203697,1.81203697,0.019182915,0.013175769,-157.7078948
173,0.029325094,1.029325098,1.000000004,15472.15597,11010.27461,1.083060987,1.065495644,1.041258778,1.041258778,0.029325094,0.017565343,-4461.881357
125,0.029678875,1.626954092,1.597275217,1253.719578,1868.58701,1.617970699,1.617970699,1.555445992,1.555445992,0.029678875,0,614.8674318
86,0.034236605,1.76063222,1.794868826,3717.457414,2753.38074,1.945258814,1.766376599,1.617119462,1.617119462,0.034236605,0.178882216,-964.0766736
181,0.036431209,1.561753323,1.598184532,3884.658024,6731.377534,1.631928991,1.77020764,1.752970666,1.752970666,0.036431209,0.138278649,2846.71951
103,0.0382799,1.038279904,1.000000004,38502.61271,32057.07405,1.010671851,1.010671851,1.00074173,1.00074173,0.0382799,0,-6445.538663
115,0.038980162,1.038980166,1.000000004,12192.86207,9840.718361,1.057435673,1.057435673,1.020843741,1.020843741,0.038980162,0,-2352.143706
171,0.041350851,1.628765227,1.587414377,605.770323,494.6249374,1.651780189,1.651780189,1.622227737,1.622227737,0.041350851,0,-111.1453856
130,0.044557916,1.04455792,1.000000004,12223.64697,9277.137772,1.102760124,1.102760124,1.062871683,1.062871683,0.044557916,0,-2946.5092
117,0.045235434,1.000000004,1.045235438,20056.63677,21269.71923,1.039652835,1.039652835,1.056817614,1.056817614,0.045235434,0,1213.082466
